ShareCode,TradeDateTime,LastPrice,Volume,Value,Flag
ADVANC,2025-10-20 10:15:04.000,298.0,2000,596000.0,Sell
ADVANC,2025-10-20 10:15:29.000,299.0,1000,299000.0,Buy
ADVANC,2025-10-20 10:15:43.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:15:56.000,299.0,200,59800.0,Buy
ADVANC,2025-10-20 10:16:32.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 10:16:39.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:16:40.000,299.0,400,119600.0,Buy
ADVANC,2025-10-20 10:16:45.000,299.0,400,119600.0,Buy
ADVANC,2025-10-20 10:17:27.000,299.0,1,299.0,Odd
ADVANC,2025-10-20 10:17:53.000,299.0,1,299.0,Odd
ADVANC,2025-10-20 10:18:03.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:18:54.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:18:55.000,298.0,300,89400.0,Sell
ADVANC,2025-10-20 10:18:59.000,298.0,500,149000.0,Sell
ADVANC,2025-10-20 10:19:09.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 10:20:03.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:20:04.000,298.0,400,119200.0,Sell
ADVANC,2025-10-20 10:20:46.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:21:43.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:21:49.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 10:21:49.000,298.0,5,1490.0,Odd
ADVANC,2025-10-20 10:22:13.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:22:14.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:22:49.000,298.0,200,59600.0,Sell
ADVANC,2025-10-20 10:23:03.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:23:27.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:23:28.000,298.0,300,89400.0,Sell
ADVANC,2025-10-20 10:24:05.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:24:23.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:24:30.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 10:24:41.000,299.0,200,59800.0,Buy
ADVANC,2025-10-20 10:25:25.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:25:26.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:25:30.000,298.0,8,2384.0,Odd
ADVANC,2025-10-20 10:25:37.000,298.0,2,596.0,Odd
ADVANC,2025-10-20 10:25:43.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:26:45.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:26:54.000,298.0,700,208600.0,Sell
ADVANC,2025-10-20 10:26:55.000,298.0,900,268200.0,Sell
ADVANC,2025-10-20 10:26:59.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:26:59.000,298.0,400,119200.0,Sell
ADVANC,2025-10-20 10:27:03.000,298.0,500,149000.0,Sell
ADVANC,2025-10-20 10:27:13.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 10:27:20.000,298.0,500,149000.0,Sell
ADVANC,2025-10-20 10:27:22.000,298.0,1000,298000.0,Sell
ADVANC,2025-10-20 10:27:35.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:27:51.000,298.0,300,89400.0,Sell
ADVANC,2025-10-20 10:28:05.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:28:23.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:28:24.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:28:30.000,298.0,2000,596000.0,Sell
ADVANC,2025-10-20 10:28:35.000,298.0,300,89400.0,Sell
ADVANC,2025-10-20 10:28:41.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:28:49.000,298.0,1,298.0,Odd
ADVANC,2025-10-20 10:28:55.000,298.0,4,1192.0,Odd
ADVANC,2025-10-20 10:29:05.000,299.0,3400,1016600.0,Buy
ADVANC,2025-10-20 10:29:25.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:29:43.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:30:01.000,298.0,3,894.0,Odd
ADVANC,2025-10-20 10:30:01.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 10:30:06.000,298.0,2500,745000.0,Sell
ADVANC,2025-10-20 10:30:42.000,298.0,300,89400.0,Sell
ADVANC,2025-10-20 10:30:56.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:31:05.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:31:05.000,298.0,500,149000.0,Sell
ADVANC,2025-10-20 10:31:05.000,298.0,3000,894000.0,Sell
ADVANC,2025-10-20 10:31:05.000,298.0,1400,417200.0,Sell
ADVANC,2025-10-20 10:31:16.000,298.0,1,298.0,Odd
ADVANC,2025-10-20 10:31:23.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:31:36.000,298.0,200,59600.0,Sell
ADVANC,2025-10-20 10:31:36.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:31:37.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:31:44.000,298.0,400,119200.0,Sell
ADVANC,2025-10-20 10:31:44.000,298.0,500,149000.0,Sell
ADVANC,2025-10-20 10:31:56.000,298.0,700,208600.0,Sell
ADVANC,2025-10-20 10:32:21.000,298.0,300,89400.0,Sell
ADVANC,2025-10-20 10:32:26.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:32:53.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 10:33:05.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:33:20.000,298.0,800,238400.0,Sell
ADVANC,2025-10-20 10:33:20.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:33:20.000,298.0,200,59600.0,Sell
ADVANC,2025-10-20 10:33:20.000,298.0,400,119200.0,Sell
ADVANC,2025-10-20 10:33:20.000,298.0,10800,3218400.0,Sell
ADVANC,2025-10-20 10:33:20.000,298.0,500,149000.0,Sell
ADVANC,2025-10-20 10:33:20.000,298.0,300,89400.0,Sell
ADVANC,2025-10-20 10:33:20.000,298.0,700,208600.0,Sell
ADVANC,2025-10-20 10:33:20.000,298.0,900,268200.0,Sell
ADVANC,2025-10-20 10:33:20.000,298.0,1000,298000.0,Sell
ADVANC,2025-10-20 10:33:20.000,298.0,3000,894000.0,Sell
ADVANC,2025-10-20 10:33:20.000,298.0,5500,1639000.0,Sell
ADVANC,2025-10-20 10:33:20.000,298.0,8200,2443600.0,Sell
ADVANC,2025-10-20 10:33:20.000,298.0,28400,8463200.0,Sell
ADVANC,2025-10-20 10:33:20.000,298.0,10000,2980000.0,Sell
ADVANC,2025-10-20 10:33:20.000,298.0,14600,4350800.0,Sell
ADVANC,2025-10-20 10:33:33.000,298.0,1,298.0,Odd
ADVANC,2025-10-20 10:33:33.000,298.0,10,2980.0,Odd
ADVANC,2025-10-20 10:33:33.000,298.0,50,14900.0,Odd
ADVANC,2025-10-20 10:33:33.000,298.0,13,3874.0,Odd
ADVANC,2025-10-20 10:33:33.000,298.0,14,4172.0,Odd
ADVANC,2025-10-20 10:33:34.000,298.0,100,29800.0,Buy
ADVANC,2025-10-20 10:33:34.000,298.0,7,2086.0,Odd
ADVANC,2025-10-20 10:33:34.000,298.0,400,119200.0,Buy
ADVANC,2025-10-20 10:33:34.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:33:34.000,298.0,200,59600.0,Sell
ADVANC,2025-10-20 10:33:34.000,298.0,800,238400.0,Buy
ADVANC,2025-10-20 10:33:34.000,298.0,400,119200.0,Sell
ADVANC,2025-10-20 10:33:34.000,298.0,200,59600.0,Buy
ADVANC,2025-10-20 10:33:34.000,298.0,1000,298000.0,Buy
ADVANC,2025-10-20 10:33:34.000,298.0,1700,506600.0,Buy
ADVANC,2025-10-20 10:33:34.000,298.0,700,208600.0,Buy
ADVANC,2025-10-20 10:33:34.000,298.0,300,89400.0,Buy
ADVANC,2025-10-20 10:33:34.000,298.0,1800,536400.0,Buy
ADVANC,2025-10-20 10:33:34.000,298.0,6000,1788000.0,Buy
ADVANC,2025-10-20 10:33:34.000,298.0,5500,1639000.0,Buy
ADVANC,2025-10-20 10:33:34.000,298.0,1200,357600.0,Buy
ADVANC,2025-10-20 10:33:34.000,298.0,9800,2920400.0,Buy
ADVANC,2025-10-20 10:33:34.000,298.0,49500,14751000.0,Buy
ADVANC,2025-10-20 10:33:34.000,298.0,8000,2384000.0,Buy
ADVANC,2025-10-20 10:33:34.000,298.0,11500,3427000.0,Buy
ADVANC,2025-10-20 10:33:34.000,298.0,33400,9953200.0,Buy
ADVANC,2025-10-20 10:33:34.000,298.0,15000,4470000.0,Buy
ADVANC,2025-10-20 10:33:34.000,298.0,45800,13648400.0,Buy
ADVANC,2025-10-20 10:33:34.000,298.0,51400,15317200.0,Buy
ADVANC,2025-10-20 10:34:15.000,298.0,2,596.0,Odd
ADVANC,2025-10-20 10:34:35.000,298.0,8,2384.0,Odd
ADVANC,2025-10-20 10:34:37.000,298.0,3,894.0,Odd
ADVANC,2025-10-20 10:34:42.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:34:51.000,298.0,300,89400.0,Sell
ADVANC,2025-10-20 10:35:03.000,298.0,1500,447000.0,Sell
ADVANC,2025-10-20 10:36:11.000,298.0,1,298.0,Odd
ADVANC,2025-10-20 10:36:30.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:36:31.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 10:36:40.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:37:04.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 10:37:32.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 10:38:00.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 10:38:21.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 10:39:01.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 10:39:29.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 10:39:56.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 10:40:07.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:40:28.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 10:40:37.000,299.0,200,59800.0,Buy
ADVANC,2025-10-20 10:40:57.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 10:41:33.000,298.0,500,149000.0,Sell
ADVANC,2025-10-20 10:42:24.000,298.0,2000,596000.0,Sell
ADVANC,2025-10-20 10:42:29.000,298.0,2000,596000.0,Sell
ADVANC,2025-10-20 10:42:42.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 10:43:04.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:43:12.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:44:22.000,298.0,1000,298000.0,Sell
ADVANC,2025-10-20 10:44:34.000,298.0,300,89400.0,Sell
ADVANC,2025-10-20 10:45:30.000,298.0,1000,298000.0,Sell
ADVANC,2025-10-20 10:45:38.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 10:45:44.000,298.0,500,149000.0,Sell
ADVANC,2025-10-20 10:46:53.000,298.0,1000,298000.0,Sell
ADVANC,2025-10-20 10:47:05.000,298.0,300,89400.0,Sell
ADVANC,2025-10-20 10:47:19.000,298.0,900,268200.0,Sell
ADVANC,2025-10-20 10:48:05.000,298.0,2,596.0,Odd
ADVANC,2025-10-20 10:49:15.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 10:49:50.000,299.0,1,299.0,Odd
ADVANC,2025-10-20 10:49:52.000,298.0,300,89400.0,Sell
ADVANC,2025-10-20 10:51:37.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 10:52:56.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:53:06.000,298.0,200,59600.0,Sell
ADVANC,2025-10-20 10:53:06.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:53:57.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 10:54:00.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 10:54:30.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 10:55:09.000,299.0,10000,2990000.0,Buy
ADVANC,2025-10-20 10:56:06.000,298.0,300,89400.0,Sell
ADVANC,2025-10-20 10:57:37.000,298.0,2800,834400.0,Sell
ADVANC,2025-10-20 10:58:12.000,298.0,300,89400.0,Sell
ADVANC,2025-10-20 10:59:12.000,299.0,600,179400.0,Buy
ADVANC,2025-10-20 10:59:28.000,298.0,3000,894000.0,Sell
ADVANC,2025-10-20 10:59:47.000,299.0,400,119600.0,Buy
ADVANC,2025-10-20 11:00:11.000,298.0,300,89400.0,Sell
ADVANC,2025-10-20 11:00:48.000,298.0,300,89400.0,Sell
ADVANC,2025-10-20 11:00:54.000,298.0,1000,298000.0,Sell
ADVANC,2025-10-20 11:02:02.000,298.0,100,29800.0,Sell
ADVANC,2025-10-20 11:02:02.000,298.0,200,59600.0,Sell
ADVANC,2025-10-20 11:02:08.000,298.0,300,89400.0,Sell
ADVANC,2025-10-20 11:02:08.000,298.0,2000,596000.0,Sell
ADVANC,2025-10-20 11:02:32.000,299.0,300,89700.0,Buy
ADVANC,2025-10-20 11:02:35.000,298.0,7,2086.0,Odd
ADVANC,2025-10-20 11:02:35.000,298.0,3,894.0,Odd
ADVANC,2025-10-20 11:03:03.000,298.0,200,59600.0,Sell
ADVANC,2025-10-20 11:03:15.000,298.0,300,89400.0,Sell
ADVANC,2025-10-20 11:03:25.000,299.0,400,119600.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,1000,299000.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,100,29900.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,300,89700.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,600,179400.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,1100,328900.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,200,59800.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,300,89700.0,Sell
ADVANC,2025-10-20 11:03:25.000,299.0,800,239200.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,2000,598000.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,500,149500.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,700,209300.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,900,269100.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,2500,747500.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,1200,358800.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,1400,418600.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,5500,1644500.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,6700,2003300.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,10900,3259100.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,3000,897000.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,6500,1943500.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,8000,2392000.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,11900,3558100.0,Sell
ADVANC,2025-10-20 11:03:25.000,299.0,4500,1345500.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,7100,2122900.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,8400,2511600.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,20000,5980000.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,5000,1495000.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,9100,2720900.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,10000,2990000.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,30000,8970000.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,18700,5591300.0,Buy
ADVANC,2025-10-20 11:03:25.000,299.0,31900,9538100.0,Buy
ADVANC,2025-10-20 11:03:26.000,299.0,3100,926900.0,Sell
ADVANC,2025-10-20 11:03:35.000,299.0,9000,2691000.0,Sell
ADVANC,2025-10-20 11:03:35.000,299.0,200,59800.0,Sell
ADVANC,2025-10-20 11:03:37.000,299.0,82,24518.0,Odd
ADVANC,2025-10-20 11:03:37.000,299.0,6,1794.0,Odd
ADVANC,2025-10-20 11:03:37.000,299.0,2,598.0,Odd
ADVANC,2025-10-20 11:03:39.000,299.0,10,2990.0,Odd
ADVANC,2025-10-20 11:03:44.000,299.0,10,2990.0,Odd
ADVANC,2025-10-20 11:03:44.000,299.0,1,299.0,Odd
ADVANC,2025-10-20 11:03:44.000,299.0,26,7774.0,Odd
ADVANC,2025-10-20 11:03:44.000,299.0,4,1196.0,Odd
ADVANC,2025-10-20 11:03:44.000,299.0,2,598.0,Odd
